date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:13:48	1658/1658	---M-Z	200	added ('OK')	application/rss+xml	etag:%22f24fd3730205a000e9924ea1b168bed3-gzip%22	http://localhost/wordpress/feed/	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/feed/index.html	(from http://localhost/wordpress/)
17:13:48	17679/17679	---M-Z	200	added ('OK')	text/css	etag:%22450f-5c9d33d674a07-gzip%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.12.0	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.minb683.css	(from http://localhost/wordpress/)
17:13:48	120581/120581	---M-Z	200	added ('OK')	text/css	etag:%221d705-5c9fb955f53e1-gzip%22	http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons-f5050019dcaca8a5c8afa8673fe7df86.css	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons-f5050019dcaca8a5c8afa8	(from http://localhost/wordpress/)
17:13:49	129248/129248	---M-Z	200	added ('OK')	text/css	etag:%221f8e0-5c9d33d4b5255-gzip%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.4.0	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/elementor/assets/css/frontend.min6b00.css	(from http://localhost/wordpress/)
17:13:50	723/723	---M-Z	200	added ('OK')	text/css	etag:%222d3-5c9fb955fa9ce-gzip%22	http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/uploads/elementor/css/post-23-1c9770dd3bd838758d884d2b7067ee47.css	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/uploads/elementor/css/post-23-1c9770dd3bd838758d884d2b7067ee47.css	(from http://localhost/wordpress/)
17:13:50	9165/9165	---M-Z	200	added ('OK')	text/css	etag:%2223cd-5c9fb955ff7ef-gzip%22	http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/uploads/elementor/css/global-04aee81d12c05beb8bd7d61713556994.css	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/uploads/elementor/css/global-04aee81d12c05beb8bd7d61713556994.css	(from http://localhost/wordpress/)
17:13:50	1470/1470	---M-Z	200	added ('OK')	text/css	etag:%225be-5c9fb9560366d-gzip%22	http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/uploads/elementor/css/post-21-2e1008a407b48e9af294615cf540babf.css	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/uploads/elementor/css/post-21-2e1008a407b48e9af294615cf540babf.css	(from http://localhost/wordpress/)
17:13:50	2383/2383	---M-Z	200	added ('OK')	text/css	etag:%2294f-5c9fb95659d28-gzip%22	http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/lumise/woo/assets/css/frontend-7205f9c259d7b11fed17c1eb42fbfdfe.css	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/lumise/woo/assets/css/frontend-7205f9c259d7b11fed17c1eb42fbfdfe.css	(from http://localhost/wordpress/)
17:13:51	662/662	---M--	200	added ('OK')	image/png	etag:%22296-5c9fb7866d6d0%22	http://localhost/wordpress/wp-content/plugins/wp-rocket/assets/img/youtube.png	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/wp-rocket/assets/img/youtube.png	(from http://localhost/wordpress/)
17:13:51	442563/442563	---M-Z	200	added ('OK')	text/css	etag:%226c0c3-5c9fb9564aee4-gzip%22	http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles-2efe6734a86941cbf43661eb6b9d7b94.css	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles-2efe6734a86941cbf43661eb6b9d7b94.e	(from http://localhost/wordpress/)
17:13:53	21910/21910	---M-Z	200	added ('OK')	text/css	etag:%225596-5c9f6aa7ac997-gzip%22	http://localhost/wordpress/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider.min.css?ver=bc3b14c4	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider.min7b95.css	(from http://localhost/wordpress/)
17:13:53	30164/30164	---M-Z	200	added ('OK')	text/css	etag:%2275d4-5c9fb95652027-gzip%22	http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive-7386300133bc1bc21bcd1a7fb7cab01c.css	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive-7386300133bc1bc21bcd1a7fb7cab01c.f.del	(from http://localhost/wordpress/)
17:13:56	822/822	---M-Z	200	added ('OK')	text/xml	date:Fri,%2020%20Aug%202021%2011:43:55%20GMT	http://localhost/wordpress/xmlrpc.php?rsd	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/xmlrpc0db0.php	(from http://localhost/wordpress/)
17:13:56	7352/7352	---M--	200	added ('OK')	application/json	date:Fri,%2020%20Aug%202021%2011:43:53%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/21	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-json/wp/v2/pages/21.json	(from http://localhost/wordpress/)
17:13:56	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	http://localhost/wordpress/wp-includes/wlwmanifest.xml	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-includes/wlwmanifest.xml	(from http://localhost/wordpress/)
17:13:59	2225/2225	---M--	200	added ('OK')	application/json	date:Fri,%2020%20Aug%202021%2011:43:56%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-json/oembed/1.0/embed68f4.json	(from http://localhost/wordpress/)
17:14:00	2315/2315	---M-Z	200	added ('OK')	text/xml	date:Fri,%2020%20Aug%202021%2011:43:59%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F&format=xml	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-json/oembed/1.0/embedd248	(from http://localhost/wordpress/)
17:14:09	52622/52622	---M--	200	added ('OK')	image/jpeg	etag:%22cd8e-5c9f6ea1c8824%22	http://localhost/wordpress/wp-content/uploads/slider/cache/8fa87cb01e4786c31d7baf72c63dc205/banner-3.jpg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/uploads/slider/cache/8fa87cb01e4786c31d7baf72c63dc205/banner-3.jpg	(from http://localhost/wordpress/)
17:14:13	200672/200672	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2230fe0-5c9d33d67e644%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.10.0	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons0b93.eot	(from http://localhost/wordpress/)
17:14:13	23356/23356	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:23:35%20GMT	http://localhost/wordpress/about-us/	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/about-us/index.html	(from http://localhost/wordpress/)
17:14:17	22795/22795	---M--	200	added ('OK')	image/jpeg	etag:%22590b-5c9e70b255355%22	http://localhost/wordpress/wp-content/uploads/2021/08/photo_2021-08-19_11-33-30-400x533.jpg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/uploads/2021/08/photo_2021-08-19_11-33-30-400x533.jpg	(from http://localhost/wordpress/)
17:14:17	107673/107673	---M--	200	added ('OK')	image/jpeg	etag:%221a499-5c9f6ea1a654d%22	http://localhost/wordpress/wp-content/uploads/slider/cache/7565fe100e504b4b1274be0459cc4fe9/banner-5.jpg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/uploads/slider/cache/7565fe100e504b4b1274be0459cc4fe9/banner-5.jpg	(from http://localhost/wordpress/)
17:14:18	20223/20223	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:44:17%20GMT	http://localhost/wordpress/cart/	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/cart/index.html	(from http://localhost/wordpress/)
17:14:19	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2020%20Aug%202021%2011:44:19%20GMT	http://localhost/wordpress/checkout/	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/checkout/index.html	(from http://localhost/wordpress/)
17:14:21	23381/23381	---M--	200	added ('OK')	image/jpeg	etag:%225b55-5c9e70ac4b3b9%22	http://localhost/wordpress/wp-content/uploads/2021/08/photo_2021-08-19_11-33-38-400x533.jpg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/uploads/2021/08/photo_2021-08-19_11-33-38-400x533.jpg	(from http://localhost/wordpress/)
17:14:22	18492/18492	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:44:21%20GMT	http://localhost/wordpress/my-account/	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/my-account/index.html	(from http://localhost/wordpress/)
17:14:22	19052/19052	---M--	200	added ('OK')	image/jpeg	etag:%224a6c-5c9e70c7ec251%22	http://localhost/wordpress/wp-content/uploads/2021/08/photo_2021-08-19_11-32-56-400x533.jpg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/uploads/2021/08/photo_2021-08-19_11-32-56-400x533.jpg	(from http://localhost/wordpress/)
17:14:23	24109/24109	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:23:49%20GMT	http://localhost/wordpress/product/cotton-t-shirt/	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/product/cotton-t-shirt/index.html	(from http://localhost/wordpress/)
17:14:26	25641/25641	---M--	200	added ('OK')	image/jpeg	etag:%226429-5c9e70c5561fe%22	http://localhost/wordpress/wp-content/uploads/2021/08/photo_2021-08-19_11-32-59-400x533.jpg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/uploads/2021/08/photo_2021-08-19_11-32-59-400x533.jpg	(from http://localhost/wordpress/)
17:14:26	21788/21788	---M--	200	added ('OK')	image/jpeg	etag:%22551c-5c9e70b43b328%22	http://localhost/wordpress/wp-content/uploads/2021/08/photo_2021-08-19_11-33-28-400x533.jpg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/uploads/2021/08/photo_2021-08-19_11-33-28-400x533.jpg	(from http://localhost/wordpress/)
17:14:26	110982/110982	---M--	200	added ('OK')	image/jpeg	etag:%221b186-5c9fb06492d1a%22	http://localhost/wordpress/wp-content/uploads/slider/cache/0c591a3dbc06af4f9d05286229912dc6/banner3-3-3-3-3.jpg.jpg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/uploads/slider/cache/0c591a3dbc06af4f9d05286229912dc6/banner3-3-3-3-3.jpg.jpg	(from http://localhost/wordpress/)
17:14:27	29387/29387	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:24:03%20GMT	http://localhost/wordpress/product/custom-cotton-t-shirts/	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/product/custom-cotton-t-shirts/index.html	(from http://localhost/wordpress/)
17:14:28	54743/54743	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:44:27%20GMT	http://localhost/wordpress/design-editor/?product_base=6&product_cms=184	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/design-editor/index7266.html	(from http://localhost/wordpress/)
17:14:28	54727/54727	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:44:27%20GMT	http://localhost/wordpress/design-editor/?product_base=12&product_cms=16	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/design-editor/indexc2bc.html	(from http://localhost/wordpress/)
17:14:29	29309/29309	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:24:07%20GMT	http://localhost/wordpress/product/custom-cotton-hoodies/	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/product/custom-cotton-hoodies/index.html	(from http://localhost/wordpress/)
17:14:30	54741/54741	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:44:29%20GMT	http://localhost/wordpress/design-editor/?product_base=4&product_cms=182	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/design-editor/indexd577.html	(from http://localhost/wordpress/)
17:14:31	19481/19481	---M--	200	added ('OK')	image/jpeg	etag:%224c19-5c9e70bf0f95c%22	http://localhost/wordpress/wp-content/uploads/2021/08/photo_2021-08-19_11-33-07-400x533.jpg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/uploads/2021/08/photo_2021-08-19_11-33-07-400x533.jpg	(from http://localhost/wordpress/)
17:14:31	22506/22506	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:24:10%20GMT	http://localhost/wordpress/product/custom-denim-jacket/	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/product/custom-denim-jacket/index.html	(from http://localhost/wordpress/)
17:14:33	13785/13785	---M--	200	added ('OK')	image/jpeg	etag:%2235d9-5c9e70aa70d39%22	http://localhost/wordpress/wp-content/uploads/2021/08/a465b2ea22cebf3a91748622c424bd55-400x533.jpg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/uploads/2021/08/a465b2ea22cebf3a91748622c424bd55-400x533.jpg	(from http://localhost/wordpress/)
17:14:33	30032/30032	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:24:15%20GMT	http://localhost/wordpress/product/custom-full-sleeve-t-shirts/	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/product/custom-full-sleeve-t-shirts/index.html	(from http://localhost/wordpress/)
17:14:34	28558/28558	---M--	200	added ('OK')	image/jpeg	etag:%226f8e-5c9e70cb9aa80%22	http://localhost/wordpress/wp-content/uploads/2021/08/photo_2021-08-19_11-32-48-400x533.jpg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/uploads/2021/08/photo_2021-08-19_11-32-48-400x533.jpg	(from http://localhost/wordpress/)
17:14:34	15384/15384	---M--	200	added ('OK')	image/jpeg	etag:%223c18-5c9e70c24dca2%22	http://localhost/wordpress/wp-content/uploads/2021/08/photo_2021-08-19_11-33-03-400x533.jpg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/uploads/2021/08/photo_2021-08-19_11-33-03-400x533.jpg	(from http://localhost/wordpress/)
17:14:35	26000/26000	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:24:20%20GMT	http://localhost/wordpress/product/custom-women-poly-t-shirts/	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/product/custom-women-poly-t-shirts/index.html	(from http://localhost/wordpress/)
17:14:35	12503/12503	---M--	200	added ('OK')	image/jpeg	etag:%2230d7-5c9e70ba36290%22	http://localhost/wordpress/wp-content/uploads/2021/08/photo_2021-08-19_11-33-16-400x533.jpg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/uploads/2021/08/photo_2021-08-19_11-33-16-400x533.jpg	(from http://localhost/wordpress/)
17:14:36	54754/54754	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:44:34%20GMT	http://localhost/wordpress/design-editor/?product_base=13&product_cms=196	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/design-editor/index0166.html	(from http://localhost/wordpress/)
17:14:36	28152/28152	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:24:24%20GMT	http://localhost/wordpress/product/custom-polo-t-shirts/	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/product/custom-polo-t-shirts/index.html	(from http://localhost/wordpress/)
17:14:37	54751/54751	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:44:36%20GMT	http://localhost/wordpress/design-editor/?product_base=6&product_cms=186	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/design-editor/index2916.html	(from http://localhost/wordpress/)
17:14:37	25740/25740	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:24:27%20GMT	http://localhost/wordpress/product/custom-nylon-t-shirts/	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/product/custom-nylon-t-shirts/index.html	(from http://localhost/wordpress/)
17:14:38	9943/9943	---M--	200	added ('OK')	image/jpeg	etag:%2226d7-5c9e3549e453d%22	http://localhost/wordpress/wp-content/uploads/2021/08/photo_2021-08-19_11-32-52.jpg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/uploads/2021/08/photo_2021-08-19_11-32-52.jpg	(from http://localhost/wordpress/)
17:14:39	20062/20062	---M--	200	added ('OK')	image/jpeg	etag:%224e5e-5c9e70a25f06e%22	http://localhost/wordpress/wp-content/uploads/2021/08/photo_2021-08-19_11-32-43-1-400x533.jpg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/uploads/2021/08/photo_2021-08-19_11-32-43-1-400x533.jpg	(from http://localhost/wordpress/)
17:14:39	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%224824-5c9d33d6342d7-gzip%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.4.0	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/animations.min6b00.css	(from http://localhost/wordpress/)
17:14:39	10849/10849	---M--	200	added ('OK')	image/jpeg	etag:%222a61-5c9e70a84db5a%22	http://localhost/wordpress/wp-content/uploads/2021/08/0746165442cd28ffe477e45f9d25c069-400x533.jpg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/uploads/2021/08/0746165442cd28ffe477e45f9d25c069-400x533.jpg	(from http://localhost/wordpress/)
17:14:39	28514/28514	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:24:30%20GMT	http://localhost/wordpress/product/custom-women-hoodies/	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/product/custom-women-hoodies/index.html	(from http://localhost/wordpress/)
17:14:39	54742/54742	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:44:38%20GMT	http://localhost/wordpress/design-editor/?product_base=12&product_cms=175	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/design-editor/index7e08.html	(from http://localhost/wordpress/)
17:14:40	7890/7890	---M-Z	200	added ('OK')	application/javascript	etag:%221ed2-5c9fb78685981-gzip%22	http://localhost/wordpress/wp-content/plugins/wp-rocket/assets/js/lazyload/16.1/lazyload.min.js	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/wp-rocket/assets/js/lazyload/16.1/lazyload.min.js	(from http://localhost/wordpress/)
17:14:40	26044/26044	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:24:34%20GMT	http://localhost/wordpress/product/custom-polyester-t-shirts/	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/product/custom-polyester-t-shirts/index.html	(from http://localhost/wordpress/)
17:14:40	54739/54739	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:44:39%20GMT	http://localhost/wordpress/design-editor/?product_base=4&product_cms=190	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/design-editor/indexc84a.html	(from http://localhost/wordpress/)
